title,description,lat,lng,marker-size,marker-color,stroke,stroke-width
Koryaksky,Stratovolcano,53.321,158.712,large,#FF0000,#FFFFFF,2
Avachinsky,Stratovolcano,53.256,158.836,large,#FF0000,#FFFFFF,2
Dzenzursky,Compound,53.637,158.922,large,#FF0000,#FFFFFF,2
Zhupanovsky,Compound,53.589,159.15,large,#FF0000,#FFFFFF,2
Veer,Pyroclastic cone(s),53.7525,158.4478,large,#FF0000,#FFFFFF,2
Kostakan,Pyroclastic cone(s),53.833,158.052,large,#FF0000,#FFFFFF,2
Bakening,Stratovolcano,53.905,158.07,large,#FF0000,#FFFFFF,2
Zavaritsky,Pyroclastic cone(s),53.905,158.385,large,#FF0000,#FFFFFF,2
Akademia Nauk,Stratovolcano(es),53.98,159.45,large,#FF0000,#FFFFFF,2
Karymsky,Stratovolcano,54.049,159.443,large,#FF0000,#FFFFFF,2
Maly Semyachik,Caldera,54.135,159.674,large,#FF0000,#FFFFFF,2
Bolshoi Semiachik,Stratovolcano(es),54.32,160.02,large,#FF0000,#FFFFFF,2
Taunshits,Stratovolcano,54.528,159.804,large,#FF0000,#FFFFFF,2
Uzon,Caldera(s),54.4885,159.9741,large,#FF0000,#FFFFFF,2
Kikhpinych,Stratovolcano(es),54.489,160.251,large,#FF0000,#FFFFFF,2
Krasheninnikov,Caldera,54.596,160.27,large,#FF0000,#FFFFFF,2
Kronotsky,Stratovolcano,54.753,160.533,large,#FF0000,#FFFFFF,2
Gamchen,Complex,54.974,160.703,large,#FF0000,#FFFFFF,2
Komarov,Stratovolcano,55.033,160.725,large,#FF0000,#FFFFFF,2
Vysoky,Stratovolcano,55.064,160.765,large,#FF0000,#FFFFFF,2
Kizimen,Stratovolcano,55.131,160.32,large,#FF0000,#FFFFFF,2
Tolbachik,Shield,55.832,160.326,large,#FF0000,#FFFFFF,2
Udina,Stratovolcano(es),55.758,160.527,large,#FF0000,#FFFFFF,2
Zimina,Stratovolcano(es),55.862,160.603,large,#FF0000,#FFFFFF,2
Bezymianny,Stratovolcano,55.972,160.595,large,#FF0000,#FFFFFF,2
Kamen,Stratovolcano,56.02,160.593,large,#FF0000,#FFFFFF,2
Klyuchevskoy,Stratovolcano,56.056,160.642,large,#FF0000,#FFFFFF,2
Ushkovsky,Compound,56.113,160.509,large,#FF0000,#FFFFFF,2
Sheveluch,Stratovolcano,56.653,161.36,large,#FF0000,#FFFFFF,2
Piip,Stratovolcano,55.42,167.33,large,#FF0000,#FFFFFF,2
Khangar,Stratovolcano,54.761,157.407,large,#FF0000,#FFFFFF,2
Cherpuk Group,Pyroclastic cone(s),55.55,157.47,large,#FF0000,#FFFFFF,2
Ichinsky,Stratovolcano,55.678,157.718,large,#FF0000,#FFFFFF,2
Bolshoi-Kekuknaysky,Shield(s),56.483,157.917,large,#FF0000,#FFFFFF,2
Alney-Chashakondzha,Stratovolcano,56.656,159.647,large,#FF0000,#FFFFFF,2
Shisheika,Lava dome,57.153,161.09,large,#FF0000,#FFFFFF,2
Terpuk,Shield,57.2,159.83,large,#FF0000,#FFFFFF,2
Sedanka Lava Field,Volcanic field,57.317,160.067,large,#FF0000,#FFFFFF,2
Gorny Institute,Stratovolcano,57.33,160.2,large,#FF0000,#FFFFFF,2
Kinenin,Maar,57.35,160.97,large,#FF0000,#FFFFFF,2
Bliznetsy,Lava cone,57.35,161.37,large,#FF0000,#FFFFFF,2
Titila,Shield(s),57.406,160.108,large,#FF0000,#FFFFFF,2
Elovsky,Shield(s),57.55,160.53,large,#FF0000,#FFFFFF,2
Nylgimelkin,Shield(s),57.97,160.65,large,#FF0000,#FFFFFF,2
Spokoiny,Stratovolcano,58.13,160.82,large,#FF0000,#FFFFFF,2
Ostry,Stratovolcano,58.18,160.82,large,#FF0000,#FFFFFF,2
Severny,Shield,58.28,160.87,large,#FF0000,#FFFFFF,2
Udokan Plateau,Volcanic field,56.28,117.77,large,#FF0000,#FFFFFF,2
Vitim Volcanic Field,Volcanic field,53.75,113.25,large,#FF0000,#FFFFFF,2
Tunkin Depression,Volcanic field,51.5,102.5,large,#FF0000,#FFFFFF,2
Jom-Bolok,Volcanic field,52.713,99.021,large,#FF0000,#FFFFFF,2
Azas Plateau,Volcanic field,52.433,98.303,large,#FF0000,#FFFFFF,2
Taryatu-Chulutu,Volcanic field,48.133,99.95,large,#FF0000,#FFFFFF,2
Khanuy Gol,Volcanic field,48.67,102.75,large,#FF0000,#FFFFFF,2
Dariganga Volcanic Field,Volcanic field,45.754,114.279,large,#FF0000,#FFFFFF,2
Ashikule Volcanic Field,Volcanic field,35.742,81.646,large,#FF0000,#FFFFFF,2
Honggeertu,Volcanic field,41.59,113.111,large,#FF0000,#FFFFFF,2
Arxan-Chaihe,Volcanic field,47.45,120.8,large,#FF0000,#FFFFFF,2
Keluo Group,Volcanic field,49.37,125.92,large,#FF0000,#FFFFFF,2
Wudalianchi,Volcanic field,48.722,126.15,large,#FF0000,#FFFFFF,2
Jingpohu,Volcanic field,44.08,128.83,large,#FF0000,#FFFFFF,2
Longgang Group,Volcanic field,42.33,126.5,large,#FF0000,#FFFFFF,2
Changbaishan,Stratovolcano,41.98,128.08,large,#FF0000,#FFFFFF,2
Ch'uga-ryong,Shield,38.33,127.33,large,#FF0000,#FFFFFF,2
Ulleungdo,Stratovolcano,37.5,130.87,large,#FF0000,#FFFFFF,2
Halla,Shield,33.361,126.53,large,#FF0000,#FFFFFF,2
Buldir,Stratovolcano,52.35,175.911,large,#FF0000,#FFFFFF,2
Kiska,Stratovolcano,52.103,177.602,large,#FF0000,#FFFFFF,2
Segula,Stratovolcano,52.015,178.136,large,#FF0000,#FFFFFF,2
Davidof,Stratovolcano,51.97,178.33,large,#FF0000,#FFFFFF,2
Little Sitkin,Stratovolcano,51.95,178.543,large,#FF0000,#FFFFFF,2
Semisopochnoi,Stratovolcano,51.93,179.58,large,#FF0000,#FFFFFF,2
Gareloi,Stratovolcano,51.79,-178.794,large,#FF0000,#FFFFFF,2
Tanaga,Stratovolcano(es),51.885,-178.146,large,#FF0000,#FFFFFF,2
Takawangha,Stratovolcano,51.873,-178.006,large,#FF0000,#FFFFFF,2
Bobrof,Stratovolcano,51.91,-177.438,large,#FF0000,#FFFFFF,2
Kanaga,Stratovolcano,51.923,-177.168,large,#FF0000,#FFFFFF,2
Moffett,Stratovolcano,51.944,-176.747,large,#FF0000,#FFFFFF,2
Great Sitkin,Stratovolcano,52.076,-176.13,large,#FF0000,#FFFFFF,2
Kasatochi,Stratovolcano,52.177,-175.508,large,#FF0000,#FFFFFF,2
Koniuji,Stratovolcano,52.22,-175.13,large,#FF0000,#FFFFFF,2
Atka Volcanic Complex,Stratovolcano(es),52.331,-174.139,large,#FF0000,#FFFFFF,2
Seguam,Stratovolcano(es),52.315,-172.51,large,#FF0000,#FFFFFF,2
Amukta,Stratovolcano,52.5,-171.252,large,#FF0000,#FFFFFF,2
Chagulak,Stratovolcano,52.577,-171.13,large,#FF0000,#FFFFFF,2
Yunaska,Shield,52.6394,-170.6317,large,#FF0000,#FFFFFF,2
Herbert,Stratovolcano,52.742,-170.111,large,#FF0000,#FFFFFF,2
Carlisle,Stratovolcano,52.894,-170.054,large,#FF0000,#FFFFFF,2
Cleveland,Stratovolcano,52.825,-169.944,large,#FF0000,#FFFFFF,2
Tana,Stratovolcano(es),52.83,-169.77,large,#FF0000,#FFFFFF,2
Uliaga,Stratovolcano,53.065,-169.77,large,#FF0000,#FFFFFF,2
Kagamil,Stratovolcano,52.974,-169.72,large,#FF0000,#FFFFFF,2
Vsevidof,Stratovolcano,53.13,-168.693,large,#FF0000,#FFFFFF,2
Recheschnoi,Stratovolcano,53.157,-168.539,large,#FF0000,#FFFFFF,2
Okmok,Shield,53.43,-168.13,large,#FF0000,#FFFFFF,2
Bogoslof,Stratovolcano,53.93,-168.03,large,#FF0000,#FFFFFF,2
Makushin,Stratovolcano,53.891,-166.923,large,#FF0000,#FFFFFF,2
Akutan,Stratovolcano,54.134,-165.986,large,#FF0000,#FFFFFF,2
Westdahl,Stratovolcano?,54.516,-164.65,large,#FF0000,#FFFFFF,2
Fisher,Stratovolcano,54.65,-164.43,large,#FF0000,#FFFFFF,2
Shishaldin,Stratovolcano,54.756,-163.97,large,#FF0000,#FFFFFF,2
Roundtop,Stratovolcano,54.8,-163.589,large,#FF0000,#FFFFFF,2
Amak,Stratovolcano,55.4184,-163.1472,large,#FF0000,#FFFFFF,2
Frosty,Stratovolcano(es),55.067,-162.835,large,#FF0000,#FFFFFF,2
Dutton,Stratovolcano,55.183,-162.276,large,#FF0000,#FFFFFF,2
Emmons Lake Volcanic Center,Caldera,55.3519,-162.0445,large,#FF0000,#FFFFFF,2
Pavlof,Stratovolcano,55.417,-161.894,large,#FF0000,#FFFFFF,2
Pavlof Sister,Stratovolcano,55.457,-161.854,large,#FF0000,#FFFFFF,2
Dana,Stratovolcano,55.641,-161.214,large,#FF0000,#FFFFFF,2
Stepovak Bay Group,Volcanic field,55.917,-160.017,large,#FF0000,#FFFFFF,2
Kupreanof,Stratovolcano,56.011,-159.797,large,#FF0000,#FFFFFF,2
Veniaminof,Stratovolcano,56.17,-159.38,large,#FF0000,#FFFFFF,2
Black Peak,Stratovolcano,56.552,-158.785,large,#FF0000,#FFFFFF,2
Aniakchak,Caldera,56.88,-158.17,large,#FF0000,#FFFFFF,2
Yantarni,Stratovolcano,57.019,-157.185,large,#FF0000,#FFFFFF,2
Chiginagak,Stratovolcano,57.135,-156.99,large,#FF0000,#FFFFFF,2
Kialagvik,Stratovolcano,57.203,-156.745,large,#FF0000,#FFFFFF,2
Ugashik-Peulik,Stratovolcano,57.751,-156.368,large,#FF0000,#FFFFFF,2
Ukinrek Maars,Maar(s),57.8344,-156.5203,large,#FF0000,#FFFFFF,2
Unnamed,Lava dome,57.87,-155.411,large,#FF0000,#FFFFFF,2
Martin,Stratovolcano,58.172,-155.361,large,#FF0000,#FFFFFF,2
Mageik,Stratovolcano,58.195,-155.253,large,#FF0000,#FFFFFF,2
Trident,Stratovolcano,58.236,-155.1,large,#FF0000,#FFFFFF,2
Katmai,Stratovolcano,58.279,-154.9533,large,#FF0000,#FFFFFF,2
Novarupta,Caldera,58.2655,-155.1588,large,#FF0000,#FFFFFF,2
Griggs,Stratovolcano,58.354,-155.092,large,#FF0000,#FFFFFF,2
Snowy Mountain,Stratovolcano(es),58.336,-154.682,large,#FF0000,#FFFFFF,2
Denison,Stratovolcano,58.418,-154.449,large,#FF0000,#FFFFFF,2
Steller,Stratovolcano,58.4298,-154.3895,large,#FF0000,#FFFFFF,2
Kukak,Stratovolcano,58.453,-154.355,large,#FF0000,#FFFFFF,2
Kaguyak,Lava dome(s),58.6113,-154.0245,large,#FF0000,#FFFFFF,2
Fourpeaked,Stratovolcano,58.77,-153.672,large,#FF0000,#FFFFFF,2
Douglas,Stratovolcano,58.855,-153.542,large,#FF0000,#FFFFFF,2
Augustine,Lava dome(s),59.3626,-153.435,large,#FF0000,#FFFFFF,2
Iliamna,Stratovolcano,60.032,-153.09,large,#FF0000,#FFFFFF,2
Redoubt,Stratovolcano,60.485,-152.742,large,#FF0000,#FFFFFF,2
Spurr,Stratovolcano,61.299,-152.251,large,#FF0000,#FFFFFF,2
Hayes,Stratovolcano,61.64,-152.411,large,#FF0000,#FFFFFF,2
St. Paul Island,Shield,57.167,-170.213,large,#FF0000,#FFFFFF,2
Ingakslugwat Hills,Volcanic field,61.43,-164.47,large,#FF0000,#FFFFFF,2
St. Michael,Volcanic field,63.45,-162.12,large,#FF0000,#FFFFFF,2
Imuruk Lake,Volcanic field,65.517,-163.45,large,#FF0000,#FFFFFF,2
Buzzard Creek,Tuff ring(s),64.0616,-148.4327,large,#FF0000,#FFFFFF,2
Wrangell,Shield,62.006,-144.017,large,#FF0000,#FFFFFF,2
Churchill,Stratovolcano,61.38,-141.75,large,#FF0000,#FFFFFF,2
Edgecumbe,Volcanic field,57.05,-135.75,large,#FF0000,#FFFFFF,2
Duncan Canal,Volcanic field,56.5,-133.1,large,#FF0000,#FFFFFF,2
Tlevak Strait-Suemez Island,Volcanic field,55.25,-133.3,large,#FF0000,#FFFFFF,2
Behm Canal-Rudyerd Bay,Volcanic field,55.35,-131,large,#FF0000,#FFFFFF,2
Fort Selkirk,Volcanic field,62.93,-137.38,large,#FF0000,#FFFFFF,2
Alligator Lake,Volcanic field,60.42,-135.42,large,#FF0000,#FFFFFF,2
Atlin Volcanic Field,Pyroclastic cone(s),59.708,-133.358,large,#FF0000,#FFFFFF,2
Tuya Volcanic Field,Volcanic field,59.37,-130.58,large,#FF0000,#FFFFFF,2
Heart Peaks,Shield,58.6,-131.97,large,#FF0000,#FFFFFF,2
Level Mountain,Shield,58.42,-131.35,large,#FF0000,#FFFFFF,2
Edziza,Stratovolcano,57.72,-130.63,large,#FF0000,#FFFFFF,2
Spectrum Range,Shield,57.43,-130.68,large,#FF0000,#FFFFFF,2
Hoodoo Mountain,Pyroclastic cone(s),56.78,-131.28,large,#FF0000,#FFFFFF,2
Iskut-Unuk River Cones,Pyroclastic cone(s),56.567,-130.75,large,#FF0000,#FFFFFF,2
Tseax River Cone,Pyroclastic cone,55.1109,-128.8991,large,#FF0000,#FFFFFF,2
Crow Lagoon,Pyroclastic cone,54.7,-130.23,large,#FF0000,#FFFFFF,2
Milbanke Sound Group,Pyroclastic cone(s),52.498,-128.723,large,#FF0000,#FFFFFF,2
Nazko,Pyroclastic cone(s),52.928,-123.732,large,#FF0000,#FFFFFF,2
Wells Gray-Clearwater,Volcanic field,52.0306,-120.1125,large,#FF0000,#FFFFFF,2
Silverthrone,Caldera,51.5179,-126.1133,large,#FF0000,#FFFFFF,2
Bridge River Cones,Volcanic field,50.8,-123.4,large,#FF0000,#FFFFFF,2
Meager,Complex,50.63,-123.5,large,#FF0000,#FFFFFF,2
Garibaldi Lake,Volcanic field,49.933,-123,large,#FF0000,#FFFFFF,2
Garibaldi,Stratovolcano,49.85,-123,large,#FF0000,#FFFFFF,2
Cayley Volcanic Field,Volcanic field,50.12,-123.28,large,#FF0000,#FFFFFF,2
Baker,Stratovolcano(es),48.777,-121.813,large,#FF0000,#FFFFFF,2
Glacier Peak,Stratovolcano,48.112,-121.113,large,#FF0000,#FFFFFF,2
Rainier,Stratovolcano,46.853,-121.76,large,#FF0000,#FFFFFF,2
Adams,Stratovolcano,46.206,-121.49,large,#FF0000,#FFFFFF,2
St. Helens,Stratovolcano,46.2,-122.18,large,#FF0000,#FFFFFF,2
West Crater,Volcanic field,45.88,-122.08,large,#FF0000,#FFFFFF,2
Indian Heaven,Volcanic field,45.93,-121.82,large,#FF0000,#FFFFFF,2
Hood,Stratovolcano,45.374,-121.695,large,#FF0000,#FFFFFF,2
Jefferson,Stratovolcano,44.674,-121.8,large,#FF0000,#FFFFFF,2
Blue Lake Crater,Maar,44.4125,-121.7686,large,#FF0000,#FFFFFF,2
Sand Mountain Field,Volcanic field,44.38,-121.93,large,#FF0000,#FFFFFF,2
Belknap,Shield(s),44.285,-121.8423,large,#FF0000,#FFFFFF,2
Three Sisters,Complex,44.133,-121.767,large,#FF0000,#FFFFFF,2
Bachelor,Stratovolcano,43.979,-121.688,large,#FF0000,#FFFFFF,2
Davis Lake,Volcanic field,43.57,-121.82,large,#FF0000,#FFFFFF,2
Newberry,Shield,43.722,-121.229,large,#FF0000,#FFFFFF,2
Devils Garden,Volcanic field,43.512,-120.861,large,#FF0000,#FFFFFF,2
Cinnamon Butte,Pyroclastic cone(s),43.2411,-122.1111,large,#FF0000,#FFFFFF,2
Crater Lake,Caldera,42.942,-122.107,large,#FF0000,#FFFFFF,2
Diamond Craters,Volcanic field,43.1,-118.75,large,#FF0000,#FFFFFF,2
Jordan Craters,Volcanic field,43.147,-117.46,large,#FF0000,#FFFFFF,2
Shasta,Stratovolcano,41.409,-122.193,large,#FF0000,#FFFFFF,2
Medicine Lake,Shield,41.611,-121.554,large,#FF0000,#FFFFFF,2
Lassen Volcanic Center,Stratovolcano,40.492,-121.508,large,#FF0000,#FFFFFF,2
Clear Lake Volcanic Field,Volcanic field,38.97,-122.77,large,#FF0000,#FFFFFF,2
Mono Lake Volcanic Field,Volcanic field,38,-119.03,large,#FF0000,#FFFFFF,2
Mono-Inyo Craters,Lava dome(s),37.804,-119.029,large,#FF0000,#FFFFFF,2
Mammoth Mountain,Lava dome(s),37.631,-119.032,large,#FF0000,#FFFFFF,2
Ubehebe Craters,Maar(s),37.02,-117.45,large,#FF0000,#FFFFFF,2
Salton Buttes,Lava dome(s),33.197,-115.616,large,#FF0000,#FFFFFF,2
Black Butte Crater Lava Field,Shield,43.183,-114.352,large,#FF0000,#FFFFFF,2
Craters of the Moon,Volcanic field,43.371,-113.493,large,#FF0000,#FFFFFF,2
Wapi Lava Field,Shield,42.8859,-113.2166,large,#FF0000,#FFFFFF,2
Hell's Half Acre,Shield,43.492,-112.4503,large,#FF0000,#FFFFFF,2
Soda Lakes,Maar(s),39.525,-118.8778,large,#FF0000,#FFFFFF,2
Markagunt Plateau,Volcanic field,37.58,-112.67,large,#FF0000,#FFFFFF,2
Black Rock Desert,Volcanic field,38.97,-112.5,large,#FF0000,#FFFFFF,2
Carrizozo,Pyroclastic cone(s),33.78,-105.93,large,#FF0000,#FFFFFF,2
Zuni-Bandera,Volcanic field,34.8,-108,large,#FF0000,#FFFFFF,2
Red Hill-Quemado,Volcanic field,34.25,-108.83,large,#FF0000,#FFFFFF,2
Dotsero,Maar,39.6613,-107.0355,large,#FF0000,#FFFFFF,2
Uinkaret Field,Volcanic field,36.38,-113.13,large,#FF0000,#FFFFFF,2
San Francisco Volcanic Field,Volcanic field,35.347,-111.678,large,#FF0000,#FFFFFF,2
West Valley Segment,Fissure vent,48.78,-128.64,large,#FF0000,#FFFFFF,2
Endeavour Segment,Fissure vent(s),47.95,-129.1,large,#FF0000,#FFFFFF,2
Cobb Segment,Fissure vent(s),46.88,-129.33,large,#FF0000,#FFFFFF,2
CoAxial Segment,Fissure vent(s),46.52,-129.58,large,#FF0000,#FFFFFF,2
Axial Seamount,Fissure vent(s),45.95,-130,large,#FF0000,#FFFFFF,2
Cleft Segment,Fissure vent(s),44.83,-130.3,large,#FF0000,#FFFFFF,2
North Gorda Ridge Segment,Fissure vent(s),42.67,-126.78,large,#FF0000,#FFFFFF,2
Jackson Segment,Fissure vent(s),42.15,-127.05,large,#FF0000,#FFFFFF,2
Escanaba Segment,Fissure vent(s),40.98,-127.5,large,#FF0000,#FFFFFF,2
East Blanco Depression,Fissure vent,44.267,-129.879,large,#FF0000,#FFFFFF,2
Kama'ehuakanaloa,Shield,18.92,-155.27,large,#FF0000,#FFFFFF,2
Kilauea,Shield,19.421,-155.287,large,#FF0000,#FFFFFF,2
Mauna Loa,Shield,19.475,-155.608,large,#FF0000,#FFFFFF,2
Mauna Kea,Shield,19.82,-155.47,large,#FF0000,#FFFFFF,2
Hualalai,Shield,19.692,-155.87,large,#FF0000,#FFFFFF,2
Haleakala,Shield,20.708,-156.25,large,#FF0000,#FFFFFF,2
Teahitia,Compound,-17.564,-148.821,large,#FF0000,#FFFFFF,2
Rocard,Cone,-17.662,-148.586,large,#FF0000,#FFFFFF,2
Moua Pihaa,Stratovolcano,-18.325,-148.525,large,#FF0000,#FFFFFF,2
Mehetia,Stratovolcano,-17.874,-148.068,large,#FF0000,#FFFFFF,2
Adams Seamount,Lava dome,-25.37,-129.27,large,#FF0000,#FFFFFF,2
Macdonald,Shield,-28.98,-140.25,large,#FF0000,#FFFFFF,2
Northern EPR at 17°N,Fissure vent(s),16.55,-105.32,large,#FF0000,#FFFFFF,2
Northern EPR at 16°N,Fissure vent(s),15.83,-105.43,large,#FF0000,#FFFFFF,2
Northern EPR at 10.7°N,Fissure vent(s),10.73,-103.58,large,#FF0000,#FFFFFF,2
Northern EPR at 9.8°N,Fissure vent(s),9.83,-104.3,large,#FF0000,#FFFFFF,2
Galapagos Rift,Fissure vent(s),0.792,-86.15,large,#FF0000,#FFFFFF,2
Southern EPR at 8°S,Fissure vent(s),-8.27,-107.95,large,#FF0000,#FFFFFF,2
Southern EPR at 17.5°S (Segment K),Fissure vent(s),-17.436,-113.206,large,#FF0000,#FFFFFF,2
Southern EPR at 18.2°S (Segment J),Fissure vent(s),-18.175,-113.35,large,#FF0000,#FFFFFF,2
Southern EPR at 18.5°S (Segment I),Fissure vent(s),-18.53,-113.42,large,#FF0000,#FFFFFF,2
Hollister Ridge,Fissure vent,-53.998,-139.845,large,#FF0000,#FFFFFF,2
Udintsev Transform,Fissure vent,-56.153,-143.373,large,#FF0000,#FFFFFF,2
"Prieto, Cerro",Lava dome,32.418,-115.305,large,#FF0000,#FFFFFF,2
Pinacate,Volcanic field,31.85,-113.5,large,#FF0000,#FFFFFF,2
"San Luis, Isla",Tuff cone,29.9728,-114.4082,large,#FF0000,#FFFFFF,2
Jaraguay Volcanic Field,Volcanic field,29.33,-114.5,large,#FF0000,#FFFFFF,2
San Borja Volcanic Field,Volcanic field,28.5,-113.75,large,#FF0000,#FFFFFF,2
"Tortuga, Isla",Shield,27.438,-111.881,large,#FF0000,#FFFFFF,2
Comondu-La Purisima,Volcanic field,26,-111.92,large,#FF0000,#FFFFFF,2
Barcena,Pyroclastic cone(s),19.3,-110.82,large,#FF0000,#FFFFFF,2
Socorro,Shield,18.78,-110.95,large,#FF0000,#FFFFFF,2
Durango Volcanic Field,Volcanic field,24.15,-104.45,large,#FF0000,#FFFFFF,2
Sanganguey,Stratovolcano,21.45,-104.73,large,#FF0000,#FFFFFF,2
Ceboruco,Stratovolcano,21.125,-104.508,large,#FF0000,#FFFFFF,2
Mascota Volcanic Field,Volcanic field,20.567,-104.817,large,#FF0000,#FFFFFF,2
Colima,Stratovolcano(es),19.514,-103.62,large,#FF0000,#FFFFFF,2
Michoacan-Guanajuato,Volcanic field,19.85,-101.75,large,#FF0000,#FFFFFF,2
Zitacuaro-Valle de Bravo,Volcanic field,19.4,-100.25,large,#FF0000,#FFFFFF,2
Jocotitlan,Stratovolcano,19.73,-99.758,large,#FF0000,#FFFFFF,2
"Toluca, Nevado de",Stratovolcano,19.108,-99.758,large,#FF0000,#FFFFFF,2
Chichinautzin,Volcanic field,19.139,-99.16,large,#FF0000,#FFFFFF,2
Iztaccihuatl,Stratovolcano,19.179,-98.642,large,#FF0000,#FFFFFF,2
Popocatepetl,Stratovolcano(es),19.023,-98.622,large,#FF0000,#FFFFFF,2
"Malinche, La",Stratovolcano,19.231,-98.032,large,#FF0000,#FFFFFF,2
Serdan-Oriental,Volcanic field,19.27,-97.47,large,#FF0000,#FFFFFF,2
"Humeros, Los",Caldera(s),19.68,-97.45,large,#FF0000,#FFFFFF,2
"Atlixcos, Los",Shield,19.81,-96.527,large,#FF0000,#FFFFFF,2
Naolinco Volcanic Field,Volcanic field,19.67,-96.75,large,#FF0000,#FFFFFF,2
Cofre de Perote,Compound,19.492,-97.15,large,#FF0000,#FFFFFF,2
"Gloria, La",Volcanic field,19.33,-97.25,large,#FF0000,#FFFFFF,2
"Cumbres,  Las",Stratovolcano,19.15,-97.27,large,#FF0000,#FFFFFF,2
"Orizaba, Pico de",Stratovolcano,19.03,-97.27,large,#FF0000,#FFFFFF,2
San Martin,Volcanic field,18.57,-95.2,large,#FF0000,#FFFFFF,2
"Chichon, El",Lava dome(s),17.3602,-93.2297,large,#FF0000,#FFFFFF,2
Tacana,Stratovolcano,15.132,-92.109,large,#FF0000,#FFFFFF,2
Tajumulco,Stratovolcano,15.043,-91.903,large,#FF0000,#FFFFFF,2
Santa Maria,Stratovolcano,14.757,-91.552,large,#FF0000,#FFFFFF,2
Almolonga,Stratovolcano,14.797,-91.519,large,#FF0000,#FFFFFF,2
Atitlan,Stratovolcano(es),14.583,-91.186,large,#FF0000,#FFFFFF,2
Toliman,Stratovolcano(es),14.612,-91.189,large,#FF0000,#FFFFFF,2
Acatenango,Stratovolcano(es),14.501,-90.876,large,#FF0000,#FFFFFF,2
Fuego,Stratovolcano(es),14.4748,-90.8806,large,#FF0000,#FFFFFF,2
Agua,Stratovolcano,14.465,-90.743,large,#FF0000,#FFFFFF,2
Pacaya,Complex,14.382,-90.601,large,#FF0000,#FFFFFF,2
Cuilapa-Barbarena,Volcanic field,14.33,-90.4,large,#FF0000,#FFFFFF,2
Tecuamburro,Stratovolcano,14.156,-90.407,large,#FF0000,#FFFFFF,2
Jumaytepeque,Stratovolcano,14.34,-90.271,large,#FF0000,#FFFFFF,2
Moyuta,Stratovolcano,14.03,-90.1,large,#FF0000,#FFFFFF,2
Flores,Volcanic field,14.308,-89.992,large,#FF0000,#FFFFFF,2
Tahual,Stratovolcano,14.43,-89.9,large,#FF0000,#FFFFFF,2
"Santiago, Cerro",Volcanic field,14.33,-89.87,large,#FF0000,#FFFFFF,2
Suchitan,Stratovolcano(es),14.4,-89.78,large,#FF0000,#FFFFFF,2
Chingo,Stratovolcano,14.12,-89.73,large,#FF0000,#FFFFFF,2
Ixtepeque,Lava dome(s),14.42,-89.68,large,#FF0000,#FFFFFF,2
"Singuil, Cerro",Volcanic field,14.054,-89.631,large,#FF0000,#FFFFFF,2
Apaneca Range,Stratovolcano(es),13.872,-89.742,large,#FF0000,#FFFFFF,2
Santa Ana,Stratovolcano,13.853,-89.63,large,#FF0000,#FFFFFF,2
Izalco,Stratovolcano,13.813,-89.633,large,#FF0000,#FFFFFF,2
Coatepeque Caldera,Caldera,13.87,-89.55,large,#FF0000,#FFFFFF,2
San Salvador,Stratovolcano,13.734,-89.294,large,#FF0000,#FFFFFF,2
"Cinotepeque, Cerro",Volcanic field,14.02,-89.25,large,#FF0000,#FFFFFF,2
Ilopango,Caldera,13.672,-89.053,large,#FF0000,#FFFFFF,2
